Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity,Hour
18:40:00,Wednesday,18-30,Male,High school,Owner,Above 10yr,Pick up upto 10Q,Owner,Above 10yr,No defect,Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,Under 18,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,18
0:57:00,Tuesday,18-30,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,2-5yrs,No defect,Office areas,Undivided Two way,Tangent road with mountainous terrain and,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Moving Backward,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,0
21:01:00,Tuesday,18-30,Male,Junior high school,Employee,5-10yr,Long lorry,Owner,5-10yrs,No defect,Church areas,Undivided Two way,Steep grade downward with mountainous terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with pedestrians,2,1,Going straight,Driver or rider,Male,18-30,2,Unknown,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,21
12:46:00,Friday,31-50,Male,Junior high school,Employee,2-5yr,Public (13?45 seats),Owner,5-10yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Unknown,Collision with roadside objects,1,1,Reversing,na,na,na,na,Driver,Deaf,Not a Pedestrian,No distancing,Serious Injury,12
7:44:00,Tuesday,18-30,Male,Above high school,Owner,2-5yr,Automobile,Owner,1-2yr,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,7
20:43:00,Sunday,Under 18,Male,High school,Employee,1-2yr,Lorry (11?40Q),Owner,2-5yrs,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Other,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,20
8:07:00,Friday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,8
22:39:00,Monday,31-50,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Other,Slight Injury,22
8:05:00,Wednesday,31-50,Male,Junior high school,Owner,2-5yr,Automobile,Owner,Above 10yr,No defect,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,2,Other,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Serious Injury,8
12:48:00,Tuesday,31-50,Male,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Owner,Unknown,No defect,Office areas,One way,Tangent road with flat terrain,Crossing,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,12
7:42:00,Thursday,Over 51,Male,Elementary school,Employee,5-10yr,Lorry (41?100Q),Owner,Unknown,No defect,Recreational areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,7
16:38:00,Thursday,31-50,Male,Elementary school,Employee,5-10yr,Other,Owner,Unknown,No defect,School areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,16
21:48:00,Monday,31-50,Male,Junior high school,Employee,Above 10yr,Pick up upto 10Q,Governmental,Unknown,No defect,Residential areas,other,Tangent road with flat terrain,Other,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Employee,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,21
8:15:00,Wednesday,31-50,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Driver or rider,Female,18-30,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,8
15:50:00,Monday,18-30,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Unknown,No defect,Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,4,1,Going straight,Pedestrian,Male,5,3,Driver,Normal,Not a Pedestrian,Overtaking,Slight Injury,15
9:48:00,Friday,Under 18,Male,Junior high school,Owner,1-2yr,Lorry (11?40Q),Owner,5-10yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Overtaking,Slight Injury,9
21:51:00,Wednesday,31-50,Male,Junior high school,Owner,Above 10yr,Automobile,Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,Under 18,3,Self-employed,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,21
23:03:00,Friday,18-30,Male,High school,Employee,5-10yr,Lorry (41?100Q),Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Reversing,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury,23
21:15:00,Sunday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Owner,5-10yrs,No defect,Other,Double carriageway (median),Gentle horizontal curve,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,3,Going straight,Driver or rider,Male,31-50,2,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,21
17:00:00,Tuesday,31-50,Male,Junior high school,Employee,2-5yr,Public (13?45 seats),Owner,5-10yrs,No defect,Hospital areas,other,Steep grade downward with mountainous terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,17
8:55:00,Saturday,18-30,Male,High school,Owner,Above 10yr,Lorry (41?100Q),Owner,Unknown,No defect,Residential areas,One way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Rollover,2,1,Getting off,Pedestrian,Male,18-30,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,8
9:45:00,Friday,31-50,Male,Junior high school,Employee,2-5yr,Stationwagen,Owner,Below 1yr,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,9
20:00:00,Thursday,18-30,Male,Junior high school,Owner,2-5yr,Stationwagen,Owner,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,O Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,1,Other,Driver or rider,Male,18-30,3,Employee,Normal,Not a Pedestrian,No distancing,Slight Injury,20
9:01:00,Wednesday,18-30,Male,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Owner,Unknown,No defect,Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,5,Other,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury,9
12:48:00,Sunday,31-50,Male,Junior high school,Employee,Above 10yr,Stationwagen,Owner,1-2yr,No defect,Hospital areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,4,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Overloading,Slight Injury,12
20:15:00,Thursday,31-50,Male,Elementary school,Employee,5-10yr,Automobile,Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,20
20:15:00,Monday,18-30,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,Above 10yr,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - no lighting,Normal,Collision with roadside objects,2,2,Unknown,Passenger,Female,Under 18,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,20
23:50:00,Thursday,18-30,Male,Junior high school,Employee,Above 10yr,Long lorry,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Overtaking,Slight Injury,23
16:55:00,Friday,31-50,Female,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Female,18-30,2,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,16
20:55:00,Friday,Over 51,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,5,Turnover,Driver or rider,Female,31-50,3,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury,20
18:50:00,Friday,Unknown,Female,Junior high school,Employee,2-5yr,Automobile,Owner,Unknown,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,2,Going straight,Driver or rider,Male,31-50,3,Other,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury,18
7:30:00,Wednesday,31-50,Male,Elementary school,Employee,1-2yr,Automobile,Owner,Unknown,No defect,Recreational areas,One way,Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Other,Collision with roadside objects,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Getting off the vehicle improperly,Slight Injury,7
22:35:00,Monday,Under 18,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Unknown,No defect,Outside rural areas,Two-way (divided with broken lines road marking),Escarpments,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Other,Pedestrian,Female,31-50,3,Driver,Normal,Unknown or other,Driving carelessly,Serious Injury,22
18:12:00,Wednesday,18-30,Male,High school,Employee,Above 10yr,Public (13?45 seats),Organization,Unknown,No defect,Other,Double carriageway (median),Tangent road with flat terrain,Unknown,Earth roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,18
16:07:00,Sunday,31-50,Male,Junior high school,Employee,5-10yr,Stationwagen,Owner,5-10yrs,No defect,Hospital areas,other,Steep grade downward with mountainous terrain,Y Shape,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,6,Other,Passenger,Female,Under 18,3,Driver,Normal,Not a Pedestrian,Overtaking,Slight Injury,16
9:40:00,Saturday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,No defect,School areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,3,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury,9
15:52:00,Friday,31-50,Male,Junior high school,Employee,Above 10yr,Public (12 seats),Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,15
16:50:00,Sunday,31-50,Male,Elementary school,Employee,1-2yr,Automobile,Owner,Unknown,7,Office areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,16
6:58:00,Friday,Over 51,Male,Junior high school,Employee,2-5yr,Public (13?45 seats),Owner,1-2yr,No defect,Outside rural areas,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury,6
17:11:00,Thursday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Owner,5-10yrs,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,17
9:17:00,Tuesday,Unknown,Male,Junior high school,Employee,2-5yr,Pick up upto 10Q,Owner,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Gravel roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Female,31-50,3,Self-employed,Normal,Not a Pedestrian,Overturning,Slight Injury,9
18:30:00,Monday,18-30,Male,Junior high school,Employee,5-10yr,Stationwagen,Owner,Unknown,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Employee,Normal,Not a Pedestrian,No distancing,Slight Injury,18
17:10:00,Wednesday,31-50,Male,Junior high school,Employee,1-2yr,Automobile,Owner,1-2yr,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,1,Turnover,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,17
20:01:00,Sunday,18-30,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,Above 10yr,No defect,Church areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury,20
18:35:00,Wednesday,18-30,Male,Junior high school,Employee,5-10yr,Public (13?45 seats),Owner,5-10yrs,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury,18
13:55:00,Sunday,18-30,Male,High school,Employee,5-10yr,Public (13?45 seats),Owner,Above 10yr,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,13
12:10:00,Tuesday,18-30,Male,Junior high school,Employee,5-10yr,Stationwagen,Owner,Unknown,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,18-30,3,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Serious Injury,12
20:00:00,Monday,Over 51,Male,Elementary school,Employee,1-2yr,Public (12 seats),Owner,Unknown,No defect,Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle with vehicle collision,3,1,Turnover,na,na,na,na,Driver,Normal,Not a Pedestrian,Other,Slight Injury,20
16:20:00,Wednesday,Over 51,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,1,1,Going straight,Driver or rider,Female,31-50,3,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Serious Injury,16
5:53:00,Sunday,Under 18,Male,High school,Owner,5-10yr,Lorry (41?100Q),Owner,1-2yr,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Overloading,Serious Injury,5
11:09:00,Sunday,31-50,Male,Elementary school,Employee,Above 10yr,Automobile,Owner,Unknown,No defect,Residential areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Female,Under 18,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,11
7:44:00,Friday,18-30,Male,Elementary school,Employee,Above 10yr,Lorry (41?100Q),Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Gravel roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Reversing,Pedestrian,Male,Over 51,3,Driver,Normal,Unknown or other,Changing lane to the right,Slight Injury,7
0:25:00,Wednesday,Under 18,Male,Elementary school,Employee,5-10yr,Other,Owner,2-5yrs,No defect,Other,Undivided Two way,Tangent road with mountainous terrain and,No junction,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,3,2,Going straight,Driver or rider,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Overturning,Slight Injury,0
17:25:00,Friday,31-50,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Unknown,No defect,Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,4,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,17
14:57:00,Monday,Over 51,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Governmental,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,3,2,Going straight,Driver or rider,Female,Under 18,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,14
21:25:00,Sunday,31-50,Male,Junior high school,Employee,2-5yr,Stationwagen,Owner,5-10yrs,No defect,Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,T Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,5,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,21
20:19:00,Monday,Unknown,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,No defect,Office areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,20
15:30:00,Friday,31-50,Male,Elementary school,Employee,5-10yr,Other,Owner,Unknown,No defect,Recreational areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,4,1,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,15
14:30:00,Friday,18-30,Male,Junior high school,Employee,Below 1yr,Long lorry,Owner,Unknown,No defect,Outside rural areas,Two-way (divided with broken lines road marking),Escarpments,Y Shape,Asphalt roads,Wet or damp,Daylight,Other,Vehicle with vehicle collision,2,1,Turnover,Passenger,Female,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Serious Injury,14
15:50:00,Thursday,31-50,Male,Junior high school,Owner,1-2yr,Automobile,Owner,Above 10yr,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Gravel roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury,15
18:45:00,Wednesday,18-30,Male,Junior high school,Owner,5-10yr,Lorry (41?100Q),Owner,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Female,31-50,3,Driver,Normal,Crossing from offside - masked by  parked or statioNot a Pedestrianry vehicle,No priority to vehicle,Slight Injury,18
10:30:00,Friday,Unknown,Female,High school,Employee,5-10yr,Lorry (41?100Q),Owner,5-10yrs,No defect,Other,One way,Tangent road with flat terrain,O Shape,Asphalt roads,Wet or damp,Daylight,Other,Collision with pedestrians,3,1,Other,Driver or rider,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,10
8:36:00,Friday,Under 18,Male,Junior high school,Employee,5-10yr,Public (12 seats),Owner,1-2yr,No defect,School areas,other,Steep grade downward with mountainous terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Driving at high speed,Slight Injury,8
18:32:00,Tuesday,Over 51,Male,Unknown,Other,5-10yr,Other,Owner,Unknown,No defect,Church areas,Double carriageway (median),Tangent road with flat terrain,No junction,Other,Dry,Darkness - no lighting,Snow,Vehicle with vehicle collision,2,2,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,18
0:26:00,Thursday,Unknown,Female,Illiterate,Employee,unknown,Automobile,Owner,Unknown,No defect,Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,1,Going straight,na,na,na,na,Employee,Normal,Not a Pedestrian,Overtaking,Slight Injury,0
22:50:00,Saturday,Under 18,Male,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Owner,Unknown,No defect,Office areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,2,Going straight,Driver or rider,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Driving carelessly,Serious Injury,22
15:30:00,Tuesday,31-50,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Other,Vehicle with vehicle collision,1,1,Moving Backward,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,15
15:10:00,Friday,Over 51,Male,Junior high school,Employee,5-10yr,Other,Owner,Unknown,No defect,Industrial areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,15
22:43:00,Saturday,31-50,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,Unknown,No defect,Residential areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,2,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Serious Injury,22
16:50:00,Monday,Unknown,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Above 10yr,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,Passenger,Male,31-50,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,16
2:30:00,Saturday,Unknown,Male,Junior high school,Owner,5-10yr,Automobile,Owner,Above 10yr,No defect,Other,other,Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Snow,Darkness - lights lit,Snow,Collision with pedestrians,2,1,Reversing,na,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,2
8:40:00,Monday,Unknown,Female,Junior high school,Employee,5-10yr,Automobile,Owner,2-5yrs,No defect,Residential areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,8
8:55:00,Thursday,Over 51,Male,Junior high school,Employee,2-5yr,Lorry (11?40Q),Owner,2-5yrs,No defect,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,8
8:43:00,Wednesday,31-50,Male,Elementary school,Employee,2-5yr,Lorry (11?40Q),Owner,2-5yrs,No defect,Rural village areas,Undivided Two way,Gentle horizontal curve,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Other,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,8
15:50:00,Thursday,Unknown,Female,Junior high school,Employee,2-5yr,Automobile,Owner,Unknown,No defect,Office areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Collision with roadside objects,1,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,Serious Injury,15
